Time post-injection (months),MBSC Region,iM2,iM1,iAI,iPrL,iMO,iVO,iDP,cM2,cM1,cAI,cPrL,cMO,cVO,cDP,iCg,iM,iS1,iAI-b,iCl,iDEn,iPir,iAcb,iot,iCPu,iLS,iMS,cCg,cM,cS1,cAI-b,cCl,cDEn,cPir,cAcb,cot,cCPu,cLS,cMS,iRSC,iS1-b,iS2,iIns,iAIP,iEn,iHipp,iMDThal,iLDThal,iVLThal,iVMThal,iTC,iCA,iBLA,iBMA,cRSC,cS1-b,cS2,cIns,cAIP,cEn,cHipp,cMDThal,cLDThal,cVLThal,cVMThal,cTC,cCA,cBLA,cBMA,iRSC-b,iV,iAu,iTeA,iEct,iPRh,iLEnt,iBLP,iPMCo,iSC,iCauThal,iSN,iMamm,iDpMe,iVTA,iPAG,cRSC-b,cV,cAu,cTeA,cEct,cPRh,cLEnt,cBLP,cPMCo,cSC,cCauThal,cSN,cMamm,cDpMe,cVTA,cPAG,iSuM,cSuM,iV-b,iEnt,iPS,iRSA,iSuC,iIC,iPnO,cV-b,cEnt,cPS,cRSA,cSuC,cIC,cPnO
3,G20,0.028669065,0.0333271,0.018061235,0.006768165,0.012794149,0.006143035,0.020308977,0.025384125,0.017934935,0.02002572,0.00026633,0.003628351,0.00505471,0.022867015,0.00497157,0.022744815,0.041445465,0.07285175,0.07806025,0.011144535,0.030007524,0.000491875,0,0.004092284,0.015184225,0,0.003001495,0.00601138,0.014402595,0.01500424,0,0,0.001411382,0.000353849,0,0.001079705,0,0,0.003829725,0.01291603,0.03760011,0.01497249,0.043283355,0,0.005729958,0.01718124,0,0,4.60116E-05,0.001751305,0,0.4363745,0.00523039,0.000804843,0.003270904,0.01326318,0.01660189,0.0203363,0,5.15423E-05,0.001994835,0,0,0,0,0,0.09959555,0.01441195,6.86735E-05,0.005805409,0.009208163,0.00171957,0.02281407,0.015183405,0.0651314,0.0549716,0.014354619,0,0,0.269106,0,0.00051523,0.0517742,0.004908873,0,0.000813375,0.000158674,0.001461469,0.002894504,0.01056844,0.005116865,0,0,0,0,0,0.00034772,0,0.002134445,0,0,0,0.001514821,0,0.00332039,0,0,0,0,5.13095E-05,0,0,0.000293465,0,0,0
3,G20,0.10855525,0.00421661,0.01719845,0.014074105,0.01396015,0.017584705,0.0287641,0.03956306,0.004223242,0.026687495,0.005330219,0.000172886,0.009089378,0.011952395,0.012675035,0.017328853,0.001077964,0.001344085,0.01629095,0.03233255,0.005740002,0.000870943,0.00125974,0.002231998,0,0,0.00271861,0.004371394,0.003732331,0.003291505,0,0.003626475,0.000749912,0.000049809,0.0087113,0.00156829,0.000106164,0,0.014080974,0.006939328,0.00747708,0.00846493,0.012840675,0.02457115,0.00074906,0.00663909,0.00065047,0,0.000165696,0.007245155,0,0.0584462,0.00141248,0.00316891,0.002083948,0.00664408,0.009710507,0.001126045,0,0.000313523,0.000159975,0.00417131,0,0,0.000248745,0.001536305,0,0.001572935,0.000460929,0.003191361,0.003537171,0.000618282,0.000453121,0.001698008,0.007176535,0.00535865,0.0173145,0.000109546,0.002157747,0.1814382,0,0.000628454,0.04166186,0,0.001158257,0.000822767,0.001241105,0.003884155,0.0132459,0.0135719,0.01071203,0,0.003491316,0.001316882,0.000401549,0.005693555,0,0.001806799,0,0,0.00052276,0.00222927,0.000277231,0.002034077,0.000125898,0,0,0.000108432,0.000946587,0,0.004633062,0,0,0,0.00020943,0
6,NTG,0.13954775,0.0551444,0.03846413,0.02356035,0.004000075,0.040783011,0.0419233,0.0497127,0.02535658,0.0476225,0.00901676,0.00882114,0.00892255,0.00532746,0.008108317,0.035893978,0.009525175,0.02997409,0.03533335,0.003365755,0.045019523,0.008334666,0.00731285,0.013165601,0.01200621,0,0.006054488,0.014725478,0.0313846,0.02855604,0,0.001528865,0.009597834,0.00532079,0.001276195,0.005259814,0.000143616,0,0.008560822,0.008710052,0.02155814,0.05144115,0.04172342,0,0.000467043,0.013596875,0.000447844,0.000479998,0.002206479,0,0.003538055,0.2758133,0,0.003940268,0.004990951,0.002606361,0.028190735,0.03892705,0.000369541,7.26229E-05,0,0.02427902,0.00031284,0.000188745,0.000089441,0.000931043,0.1886331,0.021366805,0.001194674,0.00610441,0.00171469,0.003064988,0.010079333,0.023674163,0.02629594,0.00575293,0.00137832,0.001061108,0.0304378,0.0461365,0.000688255,3.66607E-05,0.01069984,0.000950104,0.00438486,0.002009623,0,0.000509695,0.00316354,0.014010547,0.00941404,0.0206863,0,0.000830625,0.01658434,0.00081321,0.00074583,4.50317E-05,0,0,0,0,0.0012335,0.005889316,0,0.0002442,3.08033E-05,0.00256008,0.000557791,0,2.97424E-05,0.000546657,0,0,0.0006799,0.000213986
6,NTG,0.11682705,0.017634384,0.015607605,0.021779752,0.0148308,0.01378946,0.0066748,0.0548538,0.004353158,0.01839521,0.005723729,0.02315435,0.011069839,0.010617958,0.03962335,0.039695085,0.00460856,0.002137862,0.01160989,0.00318915,0.003635852,0.003787889,0,0.014616298,0.01436735,0.001292175,0.009641616,0.015706255,0.011703265,0.05879405,0,0,0.009094942,0.001653685,0,0.003987769,0,0.002167187,0.03049074,0.017895635,0.04771295,0.011533585,0.006411715,0.001215915,0.002064883,0.013383875,0,0.008576178,8.49765E-05,0.000251435,0.004432324,0.1092762,0.0024113,0,0.002366632,0.007085645,0.02180021,0.009380745,0,0.001579348,0.00060656,0.00223558,0.000192549,0.001523769,0.000192034,0.005938555,0.05095045,0.028774993,0.005584452,0.01270365,0.003148527,0.009642023,0.0070722,0.017565222,0.009605692,0,0.001828675,0.000226776,0.00293899,0.04267305,0.00018266,0.000164466,0.002326087,0.000717363,0.000212591,0.000039484,0.007808923,0.007153603,0.010904723,0.00077189,0.006296215,0,0,0.00128646,0.000313076,0.00105702,0,0.001001772,0,0.000217505,0.00102124,0,0.002949902,0.006330015,0.001756555,0,3.49532E-05,0.000083075,2.9006E-05,0.003436327,0.000706528,0.000054111,0,0,0.000288202,0.000903093
6,NTG,0.050864245,0.004189952,0.004889975,0.01902814,0.014178245,0.002901905,0.002011355,0.0119655,0.000327737,0.008826445,0.021572095,0,0.002439902,0.005275809,0.024099935,0.030174703,0.00698953,0.00420566,0.00315211,0.001133915,0.018824753,0.011750588,0,0.014183918,0.003907411,0.000586655,0.00062274,0.008061588,0.005047686,0.01437159,0,0,0.001536993,0.000811047,0,0.006002054,0,0,0.015363811,0.009710755,0.018214805,0.007790475,0.02242269,0.01063933,0.005795888,0.00065306,0,0,0.002076162,0.001872681,0.013947625,0.02706828,0.008132575,0.000861067,0.003504376,0.01243822,0,0.01163415,0,0.000574764,8.83955E-05,0,0,4.67277E-05,0,0,0.15490985,0.00379134,0.00707933,0.009579945,0.01259044,0.028714475,0.018450372,0.019611528,0.004703824,0.00711119,0.018319645,0,0.000284337,0.023541565,0,0,0.004487428,0.003542705,0,0.004159461,0.015434305,0.007199275,0.000680965,0.009916132,0.001584285,0,0.000412605,0,0,0,0,0.0002392,0,0,0,0,0.00779189,0.012063575,0.001432987,0,0.001128494,0.000714008,0.000107339,0.002718586,0,0,0,0,0,0
6,NTG,0.11418355,0.052963865,0.04776415,0.002244305,0.000164236,0.0312256,0.008775242,0.05351535,0.015942665,0.020595565,0,0.00440966,0.014699725,0.01149616,0.020274536,0.030771523,0.011873075,0.0074046,0,0,0.001855274,0.00390248,0,0.038630262,8.10175E-05,0.00053177,0.002406038,0.010362443,0.019034535,0.012286795,0,0.00118696,0.011264476,0.003625471,0.000839455,0.005522795,0,0.00039283,0.003400011,0.008839834,0.01761061,0.014235907,0.000974099,0.000291768,0.000997849,0.004893313,0,0,0,0.000241174,0.000178319,0.098387184,0.002987417,0.00255754,0.000454146,0.004801631,0.011595605,0.02000179,0,3.79483E-05,0.000129511,0,0,0.000956661,0,0,0.06768285,0.000182933,0.000660629,0.008965885,0.000264874,0.00500841,0.012774663,0.02623361,0.0079977,0,0.000499887,0,0.005220643,0.01330571,0,0.000089459,0,0,0,0,0.007722605,0.002812963,0,0,0.001411504,0,0,0,0.00249217,0,0,0,0.000212889,0,0.000539885,0,0.00663094,0.006477818,0.007890773,0.000942009,0.00119126,3.07707E-05,0.000381062,0.000128537,0.00328507,0.00028388,0,0,0,3.43011E-05
6,NTG,0.1036848,0.024596175,0.02625605,0.00627986,0.002063413,0.033713355,0.02054228,0.041940865,0.021111235,0.025685665,0.002929053,0,0.01135264,0.01605237,0.01832717,0.029659933,0.020151175,0.022241315,0.02227455,0,0.001544236,6.91148E-05,0,0.021661938,0,0,0.00326977,0.020344845,0.005091542,0.008130688,0.00555011,0,0.000137724,0.000293295,0,0.001372342,0.000113862,0,0.02348056,0.014180425,0.0478846,0.005602876,0,0,0.000377371,0.000278031,0,0,0,0,0,0.1870122,0,0.005503564,0.007664067,0.02941025,0.026721405,0.005986283,0.00285815,0.000326722,0,0,0,0,0,0.000125989,0.0008334,0.001692877,0.003766075,0.01024076,0.005233845,0.025342025,0.00542334,0.003084148,0.01662596,0.01809045,0.008199075,0,0,0.006143257,0,0.000205061,0.006559724,0.001339358,0,0.003555656,0.000880808,0.010190598,0.000318565,0.0148463,0.00413359,0,0.000099621,0,0,0.00015628,0,0,0,0,0,0,0.001987532,0.01263678,0,0.00226025,0,0.000252672,2.47001E-05,0.00233148,0.001179873,0,0,0,0,1.92863E-05
6,NTG,0.1591686,0.019483865,0.007289958,0.033106105,0,0.0713199,0.05671135,0.030831525,0.0078786,0.01804917,0.014901145,0.00975187,0.02030899,0.044043934,0.0957138,0.060276445,0.02435549,0.05959825,0.005043625,0,0.003528905,0.001380225,0.012473945,0.0456838,0.004063675,0.000395647,0.02804711,0.021270638,0.012251235,0.03154312,0.008345485,0,0.000532641,0.00372752,0,0.005738355,0,0,0.01233212,0.03564215,0.04865035,0.029998525,0.01800095,0.003216925,0.001308313,0.02164707,0,0,0.000081655,0,0.003577264,0.04284925,0.004822907,0.0071167,0.001406904,0.002721543,0.000526805,0.01568025,0,0.000118483,0,0,0.001982475,0.00022844,0,0.00227461,0,0.001909257,0.003022144,0.02482755,0.008504475,0.038534415,0.0178362,0.031121858,0.02382315,0,0.000096936,0,0,0.0494038,0,0.00083439,0.0038057,0.001737136,0,0.00579065,0.00404359,0.034279855,0.031853875,0.019364553,0.005885808,0,0,0,5.73675E-05,0.000266939,0,0,0,0.003467243,0,0,0.018410375,0.01410318,0.002191059,0,0,0,0,0.00727382,0,0.000202459,0,0,0,0
6,G20,0.1158747,0.0351394,0.0876678,0.00959188,0.00108494,0.006622405,0.02952085,0.02967788,0.0170694,0.021642605,0.006123045,0.005200375,0.013588115,0.00335147,0.013559387,0.0445043,0.03406833,0.0290863,0.014288795,0,0.007970355,0.000658802,0,0.018911225,0.00248698,0,0.002871341,0.012515978,0.013619715,0.022270545,0,0,0.000241595,0.001342698,0,0.00834578,0,0,0.00972804,0.02391048,0.04013455,0.06128495,0.001797913,0.00380691,0.001727427,0.001172363,0,0,0.000599031,0,0.007192049,0.00174041,0.000128418,0.00057956,0.00471324,0.00715308,0.02734165,0.025201025,0,0,0,0,0,0.000032958,0.000113514,0.000467357,0.019799235,8.44595E-05,0.000569105,0.01083106,0.003708029,0.035063165,0.052781455,0.049232935,0.02947605,0.05108705,0.020080975,0,0.00075745,0.023993965,0,5.10925E-05,0.00561575,0.003967873,0,0.003301736,0.008523359,0.011077665,0.021202525,0.00953115,0.008586745,0,0,0,0.000262611,0.00126098,0,0.000807372,0.00127872,0.000290412,0,0,0.001663347,0.02628905,0.000175608,0,0,0.004084185,0,0.000170402,0.00259158,0.000585835,0,0.003988146,0.000845042,0
6,G20,0.13446905,0.0171523,0.03744685,0.03156745,0.002170165,0.023505985,0.06683175,0.0580545,0.014603835,0.01962194,0.01278677,0.005641905,0.003679146,0.02577802,0.029944145,0.069326433,0.04684363,0.09266155,0.08170285,0.08305125,0.003743063,0.007560232,0.01323179,0.02107057,0.01244826,0.000401489,0.00839278,0.008355983,0.001108176,0.02690711,0.011768375,0,0.002065001,0.001257296,0,0.009449233,0.006921145,0.000422442,0.027644375,0.04729327,0.08032935,0.09265205,0.0463087,0.0064198,0.001346733,0.00392849,0.001429008,0,7.85007E-05,0.000466175,0.00193219,0.005401914,0.000942,0.013241918,0.007155917,0.01305773,0.004174175,0.01323141,0,0.000400351,0.002693643,0.01436424,0,0.000101856,0.001811285,0.012305705,0,0.056575105,0.004026273,0.007753983,0.01657352,0.008942923,0.01371729,0.028059218,0.020458585,0.03842483,0.01256304,0,0.000068109,0.0102849,0,0.000620949,0.00180397,0.00027758,0.002161328,0.000226546,0.001236428,0.00166833,0.005280437,0.003583908,0.005524785,0,0.000084113,0.001677285,0.000385559,0.000120288,0,0.000057327,0,0,0,0,0.01019215,0.006935195,0.000829143,0,0.000113701,0.000772253,0.01367385,0.001808903,0,0,0,0,0,0.00258189
6,G20,0.07898115,0.03677255,0.04462705,0.000686205,0.00744102,0.0404558,0.018813285,0.03269115,0.015787845,0.029240545,0.001794581,0,0.011231985,0.005383162,0.017672435,0.04489092,0.0916646,0.0737066,0.1029362,0,0.001689914,0.001344611,0.022558005,0.010316615,0,0.000153407,0.014287865,0.007694528,0.004197255,0.008659045,0,0,0.000116438,0,0.00095802,0.003138793,0,0,0.009506775,0.018516625,0.02002681,0.0383154,0.01797987,0.000293104,9.60555E-05,0.007466005,0.000232946,0,0.001450854,3.72892E-05,0.001625061,0.014733543,0,0.01069435,0.001560341,0.000468025,0,0,0,0.000494482,0,0,0.00056057,0,0.000118852,0,0,0,0.010068821,0.017742085,0.02229828,0.023981298,0.019465741,0.00505837,0.017238483,0,0.005071382,0,0.004127101,0.0516806,0.002216739,0.000496052,0.0021558,3.95868E-05,0.00188936,0.004221506,0,0,0,0.001458988,0.005588795,0,0.0005314,0,0.00197686,0.0059448,0.000068028,0.000208908,0.0000656,0.001369545,0,0,0.002559476,0.001931337,0.00039966,0.001679323,0.000392814,0.000659815,0.001159523,0.001581955,0.005335061,0.002308414,0,0.001648417,0.00374694,0.000342319
6,G20,0.0535759,0.01199077,0.00917463,0.003428273,0.008202685,0.018483889,0.00671289,0.011337623,0.002536726,0.011373526,0.001274453,0.004243195,0.004569315,0.002316788,0.012054415,0.048127243,0.0587672,0.038586785,0.02790735,0,0.00143857,0.000305293,0,0.016616026,0.001666598,0.000312642,0,0.011056133,0.003372951,0.00365618,0,0,0.001991631,0.000428982,0,0.00780323,0.001366635,0,0.020775515,0.01371784,0.030402455,0.032017465,0.011689365,0,0.000585009,0.002463015,0.003558765,0.000572545,0.00013596,0,0.00518862,0.3806834,0.000406993,0.00884581,0.002987748,0.003768865,0.008217656,0,0,0,0.000169763,0,0.00100442,0.00080695,0,0,0,0.000241148,0.002787915,0.01513825,0.021472537,0.017636578,0.027389878,0.019484503,0.008344895,0,0.004944585,0,0.001193895,0.01717559,0,0.000161695,0.000393962,0.00469392,0.000102477,0.000239431,0,0,0.000795975,0.00038194,0,0,0.00195475,0,4.82031E-05,7.46715E-05,0.000157071,0.000339578,0,0.000708503,0.003082975,0.007080697,0,0.006747055,0.006587107,0,0,0.000225707,0.0367944,0,0.000955615,0,0,0,0,0
6,G20,0.2401932,0.0733342,0.047894,0.01167984,0.008501306,0.020479235,0.00462097,0.14454925,0.02551508,0.06165725,0.005858084,0,0.00940982,0.017907755,0.034842915,0.074440793,0.07227745,0.0590289,0.011096995,0.001603985,0.007660484,0.005629403,0,0.07785825,0.02728836,0.001548931,0.016740365,0.026302929,0.01842048,0.01499761,0,0,0,0.002159746,0,0.00467627,0,0,0.01382499,0.009184017,0.0463697,0.02632843,0.01049048,0,0.008216362,0.001335387,0,0,0.000133815,0,0.001547507,0.06433329,0.00661745,0.008925199,0.004285101,0.01360103,0.04350535,0.00515705,0.00461951,0.001502997,0,0,0,0,0,0,0.000679075,0.000947755,0.000223504,0.014388345,0.015940785,0.036123013,0.051895068,0.025472513,0.01072521,0,0,0,0,0.031136585,0,0.004866146,0,0,0.000309307,0.001772221,0,0,0.014138474,0.0035785,0.010535615,0,0,0,0,0,0,0,0,0.00325821,0,0,0.003324404,0.01344576,0.000618495,0.005021435,0,0.004804995,0,0,0.00530851,0,0,0,0.000067806,8.41296E-05
6,G20,,,,,,,,,,,,,,,0.02700784,0.031613905,0.048200075,0.010476602,0,0,0.005470286,0.000848321,0,0.004139448,0.000139788,0,0.008568658,0.015884278,0.038283335,0.03747761,0,0,0.003295402,0.000539603,0.00425015,0.001756151,0,0,0.01106407,0.014283905,0.01841662,0.02096909,0.01810965,0,0.00232421,0.000147704,0.004265218,0,0,3.90051E-05,0.01218999,0.26361215,0.000159282,0.007003507,0.007149,0.012351468,0.01027218,0.01120296,0,9.31041E-05,0.00219187,0.003128265,0,0.000560723,0.000431746,0.001731945,0.19741875,0.004860024,0.000292384,0.023478895,0.015000305,0.03040505,0.03185724,0.05179951,0.02234816,0,0,0.00085351,0.001808046,0.031317215,0.01068835,0.003103593,0.001502756,0.000214075,0,0.004020827,0.00987922,0.00802485,0.023887948,0.025751825,0.008359175,0,0.00105782,0.000430376,0.00098406,0.000846855,0.000192606,0.00053282,0.00056754,0.000253735,0.006845075,0,0.00422433,0.007583495,0.000838359,0.0011041,0,0,0,0.00849188,0.008734478,0.000999306,0.010058659,0.000467567,0.001136691,0.001308259
6,G20,0.2246836,0.06628285,0.031808725,0.04770458,0.00065686,0.0201369,0.040983115,0.05880215,0.03157923,0.033737995,0.014597659,0.00767608,0.02604583,0.030218155,0.025996665,0.055653889,0.02561949,0.09950045,0.12435393,0.301891,0.022345931,0.002117418,0,0.035909783,0.00084237,0,0.006900935,0.02502127,0.03057656,0.016309015,0,0.000594225,0.000960514,0.003134299,0,0.007125116,0,0,0.01226365,0.011067875,0.02040188,0.016522148,0.026131365,0.002463644,5.63323E-05,0.001228048,0.000380425,0.00067281,0.000076899,0.000596959,0.008973475,0.013221835,0.001942975,0.00012399,0.003028046,0.003456563,0.020432825,0.024597705,0,0,0.001185725,0.03482727,0,0.00020786,0.000343088,0.000207939,0.011816535,0.005271249,0.001525522,0.003914609,0,0.006437197,0.002427641,0.01169242,0.007894175,0.02431255,0.005129465,0.0013077,0.000262433,0.03661734,0.000988195,0.000117399,0.002117301,0.000633452,0.000187565,0.000174682,0.00056747,0.003687325,0.005039245,0.008572893,0.000721003,0,0,0,0,0.002746386,0,0.000906475,0,0.000527139,0,0.00590188,0.002662419,0.002238899,0,0,0,5.98975E-05,0.00115838,0.014505695,0.000875053,0.000262427,0.002862095,0.000462364,0.000094646,0.003283831
